open,high,low,close,pre_close,change,pct_chg,vol,amount,close_index,open_index,high_index,low_index,change_index,pct_chg_index,vol_index,amount_index
12.75,12.98,12.53,12.94,12.4,0.54,4.3548,177233.5,227858.023,3084.9262,3057.2093,3085.3124,3055.9221,30.2903,0.9916,406653508,485520636.5
12.02,12.44,11.93,12.4,12.1,0.3,2.4793,106019.04,129196.109,3054.6359,3031.5229,3056.4473,3023.2152,16.402,0.5399,360268463,405917704
12.28,12.6,11.95,12.1,12.44,-0.34,-2.7331,120883,147694.549,3038.2339,3042.4131,3059.9975,3020.637,-5.6007,-0.184,364072290,436338838.3
12.37,12.75,12.28,12.44,12.54,-0.1,-0.7974,173668.74,216973.106,3043.8346,3053.3413,3061.951,3031.8985,-12.1004,-0.396,365047453,442453946.3
11.98,12.86,11.86,12.54,12.05,0.49,4.0664,214706.24,266218.383,3055.935,3068.182,3075.1308,3044.8572,-12.5204,-0.408,415743914,494558502.8
11.62,12.17,11.55,12.05,11.65,0.4,3.4335,145407,173092.18,3068.4554,3042.6188,3068.4554,3035.4451,22.4362,0.7366,361608821,427851361.3
11.37,11.72,11.24,11.65,11.43,0.22,1.9248,100574,115929.537,3046.0192,3026.1654,3049.194,3016.9032,18.6179,0.615,319204392,370647474.8
11.9,12.06,11.41,11.43,12.05,-0.62,-5.1452,177727.14,207939.98,3027.4013,3040.2111,3063.6924,3023.1177,-12.5296,-0.4122,377154391,423391257
11.81,12.69,11.65,12.05,12.13,-0.08,-0.6595,240317.54,292464.421,3039.9309,3041.7518,3060.5629,3034.3536,-7.8622,-0.258,340982739,401334635.6
11.43,12.54,11.29,12.13,11.56,0.57,4.9308,234258,281714.802,3047.7931,3027.1028,3052.5413,3022.1777,8.4876,0.2793,383509955,458900476.8
11.37,11.88,11.08,11.56,11.4,0.16,1.4035,182940,209338.95,3039.3055,3026.6071,3040.3447,3007.6829,12.2851,0.4058,387760002,461727516.6
10.77,11.46,10.7,11.4,10.7,0.7,6.5421,170332.47,189191.247,3027.0204,3013.8229,3032.2315,3003.7632,11.8492,0.393,379132184,442984248.2
9.66,10.7,9.66,10.7,10.11,0.59,5.8358,144971,151405.45,3015.1712,2943.6242,3015.1712,2943.6242,57.3188,1.9379,409696374,452808746.1
11.22,11.52,10.11,10.11,11.23,-1.12,-9.9733,202172.93,221011.368,2957.8524,3016.2555,3031.4881,2957.8524,-57.6283,-1.9111,544109093,576555221.7
10.86,11.23,10.71,11.23,10.95,0.28,2.5571,161692,177672.395,3015.4807,2966.4166,3015.4807,2961.1479,38.4586,1.2918,372984687,412614978.5
11.02,11.27,10.76,10.95,11.02,-0.07,-0.6352,167174.5,183556.683,2977.0221,3002.1179,3009.479,2967.0571,-27.8589,-0.9271,409026558,427564895.8
10.6,11.36,10.34,11.02,10.34,0.68,6.5764,211785.22,227280.224,3004.881,2992.9115,3009.1359,2979.9728,16.5232,0.5529,380083270,398232220.7
9.35,10.34,9.34,10.34,9.4,0.94,10,161494.96,159906.144,2988.3578,2945.4465,2988.3578,2944.4988,37.4022,1.2675,354132536,365264217.9
9.18,9.86,9.08,9.4,9.18,0.22,2.3965,127838.8,122227.713,2950.9556,2906.0243,2994.6149,2898.0496,28.2254,0.9657,444245463,450922050.7
9.03,9.23,8.72,9.18,9.11,0.07,0.7684,103641.13,93644.567,2922.7302,2902.8765,2927.308,2887.4741,12.1862,0.4187,350138735,357057492
8.55,9.12,8.55,9.11,8.4,0.71,8.4524,136309.65,121269.548,2910.544,2886.5871,2910.544,2867.7103,44.6408,1.5577,458967704,442148454.6
7.51,8.43,7.51,8.4,7.7,0.7,9.0909,135178.12,108215.373,2865.9032,2832.4855,2867.4738,2827.902,36.2076,1.2796,531108893,482939732
8.55,8.65,7.7,7.7,8.55,-0.85,-9.9415,155905.67,127219.861,2829.6956,2791.5145,2829.6956,2770.5293,40.2096,1.4415,547117439,495919878.1
7.97,9.2,7.97,8.55,8.85,-0.3,-3.3898,166230.76,137612.697,2789.486,2680.4846,2802.9312,2669.6732,87.301,3.2308,502849313,441215054.1
9.84,9.84,8.85,8.85,9.83,-0.98,-9.9695,92945,83693.959,2702.185,2716.081,2739.7383,2635.0897,-27.967,-1.0244,478990292,424877418.3
10.41,10.71,9.54,9.83,10.6,-0.77,-7.2642,158528,160271.105,2730.152,2773.2949,2791.6756,2666.3335,-40.5883,-1.4649,426230199,392661142.3
10.6,10.99,10.6,10.6,11.78,-1.18,-10.017,191355.9,204098.914,2770.7403,2773.4239,2805.0146,2752.7824,-17.8079,-0.6386,352889185,337547960.5
11.78,11.78,11.78,11.78,13.09,-1.31,-10.0076,16265,19160.17,2788.5482,2815.5042,2834.011,2782.5869,-41.9784,-1.4831,377103965,355636999.8
14.22,14.22,13.09,13.09,14.54,-1.45,-9.9725,88598,116913.327,2830.5266,2866.2795,2881.3468,2829.2498,-52.8294,-1.8322,335661226,329254005.9
15,15.62,14.5,14.54,15.02,-0.48,-3.1957,173440.01,261843.081,2883.356,2910.6072,2923.8992,2883.3327,-26.8667,-0.9232,410581311,397014731.4
15.26,16.22,14.95,15.02,15.2,-0.18,-1.1842,186399.74,286294.994,2910.2227,2897.9149,2924.3065,2890.4819,4.114,0.1416,421109084,402400231.3
15,15.3,14.45,15.2,15.25,-0.05,-0.3279,183653.75,274358.132,2906.1087,2823.8259,2906.794,2821.7093,85.3368,3.0253,442009045,437679811.3
15.01,15.25,14.31,15.25,15.33,-0.08,-0.5219,197830.42,294093.992,2820.7719,2782.1415,2823.6953,2743.3971,49.7956,1.797,369070600,357316181.6
14.79,15.61,14.64,15.33,14.77,0.56,3.7915,228819.37,348399.774,2770.9763,2746.8923,2784.8407,2724.1573,14.6364,0.531,308749417,312191330.2
14.44,15.37,14.3,14.77,14.6,0.17,1.1644,174488.21,259860.278,2756.3399,2826.5034,2828.3202,2735.3721,-75.9394,-2.6812,350165758,359918989.6
